Text,clean_text,topic_label,topic
i need financial assistance to launch my own youtube content creation business,assistance launch youtube content creation business,Business & Income-Generating,0
i need funds to enroll in a professional certification program,enroll professional certification program,Essential & Personal Expenses,1
i need a loan to pay for a muchneeded vacation after years of saving,pay muchneeded vacation year saving,Essential & Personal Expenses,1
i need financial support to pay for my sons football training program,support pay son football training program,Essential & Personal Expenses,1
i need a loan to pay for a muchneeded vacation after years of saving,pay muchneeded vacation year saving,Essential & Personal Expenses,1
i need money to invest in stock trading and portfolio building,invest stock trading portfolio building,Investments & Portfolios,3
i need a loan to develop and launch my mobile app startup,develop launch mobile app startup,Business & Income-Generating,0
i need financial support for medical treatment abroad,support medical treatment abroad,Essential & Personal Expenses,1
i need money to publish and market my selfwritten book,publish market selfwritten book,Business & Income-Generating,0
i need money to cover unexpected medical expenses from surgery,cover unexpected medical expense surgery,Essential & Personal Expenses,1
i want to start a mobile pet grooming service and need funds for supplies,want start mobile pet grooming service supply,Pet-Related Expenses,4
i need a loan to buy a motorcycle for daily transportation,buy motorcycle daily transportation,Business & Income-Generating,0
i need a loan to install a security system at home,install security system home,Household & Family Needs,2
